OriginalIndex,Predicted,GroundTruth
29480,ATTACK_SELF,ATTACK_SELF
29481,ATTACK_SELF,ATTACK_SELF
29482,ATTACK_SELF,ATTACK_SELF
29483,ATTACK_SELF,ATTACK_SELF
29484,ATTACK_SELF,ATTACK_SELF
29485,STABILIZE_SELF,ATTACK_SELF
29486,REST,ATTACK_SELF
29487,ATTACK_SELF,ATTACK_SELF
29488,ATTACK_SELF,ATTACK_SELF
29489,ATTACK_SELF,ATTACK_SELF
29490,ATTACK_SELF,ATTACK_SELF
29491,ATTACK_SELF,ATTACK_SELF
29492,ATTACK_SELF,ATTACK_SELF
29493,ATTACK_SELF,ATTACK_SELF
29494,ATTACK_SELF,ATTACK_SELF
29495,ATTACK_SELF,ATTACK_SELF
29496,ATTACK_SELF,ATTACK_SELF
29497,DEPRECIATION,ATTACK_SELF
29498,ATTACK_SELF,ATTACK_SELF
29499,ATTACK_SELF,ATTACK_SELF
29500,ATTACK_SELF,ATTACK_SELF
29501,ATTACK_SELF,ATTACK_SELF
29502,ATTACK_SELF,ATTACK_SELF
29503,ATTACK_SELF,ATTACK_SELF
29504,ATTACK_SELF,ATTACK_SELF
29505,ATTACK_SELF,ATTACK_SELF
29506,ATTACK_SELF,ATTACK_SELF
29507,ATTACK_SELF,ATTACK_SELF
29508,ATTACK_SELF,ATTACK_SELF
29509,ATTACK_SELF,ATTACK_SELF
29510,ATTACK_SELF,ATTACK_SELF
29511,ATTACK_SELF,ATTACK_SELF
29512,ATTACK_SELF,ATTACK_SELF
29513,ATTACK_SELF,ATTACK_SELF
29514,ATTACK_SELF,ATTACK_SELF
29515,ATTACK_SELF,ATTACK_SELF
29516,ATTACK_SELF,ATTACK_SELF
29517,ATTACK_SELF,ATTACK_SELF
29518,ATTACK_SELF,ATTACK_SELF
29519,ATTACK_SELF,ATTACK_SELF
29520,ATTACK_SELF,ATTACK_SELF
29521,ATTACK_SELF,ATTACK_SELF
29522,ATTACK_SELF,ATTACK_SELF
29523,DEPRECIATION,ATTACK_SELF
29524,ATTACK_SELF,ATTACK_SELF
29525,REST,ATTACK_SELF
29526,DEPRECIATION,ATTACK_SELF
29527,ATTACK_SELF,ATTACK_SELF
29528,ATTACK_SELF,ATTACK_SELF
29529,STABILIZE_SELF,ATTACK_SELF
29530,ATTACK_SELF,ATTACK_SELF
29531,AVOIDANCE,ATTACK_SELF
29532,ATTACK_SELF,ATTACK_SELF
29533,ATTACK_SELF,ATTACK_SELF
29534,ATTACK_SELF,ATTACK_SELF
29535,ATTACK_SELF,ATTACK_SELF
29536,ATTACK_SELF,ATTACK_SELF
29537,ATTACK_SELF,ATTACK_SELF
29538,ATTACK_SELF,ATTACK_SELF
29539,ATTACK_SELF,ATTACK_SELF
29540,ATTACK_SELF,ATTACK_SELF
29541,AVOIDANCE,ATTACK_SELF
29542,ATTACK_SELF,ATTACK_SELF
29543,ATTACK_SELF,ATTACK_SELF
29544,WITHDRAWAL,ATTACK_SELF
29545,ATTACK_SELF,ATTACK_SELF
29546,ATTACK_SELF,ATTACK_SELF
29547,ATTACK_SELF,ATTACK_SELF
29548,ATTACK_SELF,ATTACK_SELF
29549,ATTACK_SELF,ATTACK_SELF
29550,ATTACK_SELF,ATTACK_SELF
29551,WITHDRAWAL,ATTACK_SELF
29552,ATTACK_SELF,ATTACK_SELF
29553,ATTACK_SELF,ATTACK_SELF
29554,ATTACK_SELF,ATTACK_SELF
29555,ATTACK_SELF,ATTACK_SELF
29556,REST,ATTACK_SELF
29557,ATTACK_SELF,ATTACK_SELF
29558,ATTACK_SELF,ATTACK_SELF
29559,ATTACK_SELF,ATTACK_SELF
29560,ATTACK_SELF,ATTACK_SELF
29561,ATTACK_SELF,ATTACK_SELF
29562,ATTACK_SELF,ATTACK_SELF
29563,ATTACK_SELF,ATTACK_SELF
29564,ATTACK_SELF,ATTACK_SELF
29565,WITHDRAWAL,ATTACK_SELF
29566,ATTACK_SELF,ATTACK_SELF
29567,DEPRECIATION,ATTACK_SELF
29568,ATTACK_SELF,ATTACK_SELF
29569,ATTACK_SELF,ATTACK_SELF
29570,ATTACK_SELF,ATTACK_SELF
29571,STABILIZE_SELF,ATTACK_SELF
29572,ATTACK_SELF,ATTACK_SELF
29573,STABILIZE_SELF,ATTACK_SELF
29574,ATTACK_SELF,ATTACK_SELF
29575,ATTACK_SELF,ATTACK_SELF
29576,ATTACK_SELF,ATTACK_SELF
29577,ATTACK_SELF,ATTACK_SELF
29578,ATTACK_SELF,ATTACK_SELF
29579,ATTACK_SELF,ATTACK_SELF
29580,ATTACK_SELF,ATTACK_SELF
29581,ATTACK_SELF,ATTACK_SELF
29582,ATTACK_SELF,ATTACK_SELF
29583,ATTACK_SELF,ATTACK_SELF
29584,ATTACK_SELF,ATTACK_SELF
29585,ATTACK_SELF,ATTACK_SELF
29586,ATTACK_SELF,ATTACK_SELF
29587,DEPRECIATION,ATTACK_SELF
29588,ATTACK_SELF,ATTACK_SELF
29589,ATTACK_SELF,ATTACK_SELF
29590,ATTACK_SELF,ATTACK_SELF
29591,ATTACK_SELF,ATTACK_SELF
29592,ATTACK_SELF,ATTACK_SELF
29593,ATTACK_SELF,ATTACK_SELF
29594,ATTACK_SELF,ATTACK_SELF
29595,ATTACK_SELF,ATTACK_SELF
29596,ATTACK_SELF,ATTACK_SELF
29597,ATTACK_SELF,ATTACK_SELF
29598,ATTACK_SELF,ATTACK_SELF
29599,ATTACK_SELF,ATTACK_SELF
29600,ATTACK_SELF,ATTACK_SELF
29601,DEPRECIATION,ATTACK_SELF
29602,ATTACK_SELF,ATTACK_SELF
29603,ATTACK_SELF,ATTACK_SELF
29604,ATTACK_SELF,ATTACK_SELF
29605,ATTACK_SELF,ATTACK_SELF
29606,AVOIDANCE,ATTACK_SELF
29607,ATTACK_SELF,ATTACK_SELF
29608,ATTACK_SELF,ATTACK_SELF
29609,ATTACK_SELF,ATTACK_SELF
29610,ATTACK_SELF,ATTACK_SELF
29611,ATTACK_SELF,ATTACK_SELF
29612,ATTACK_SELF,ATTACK_SELF
29613,ATTACK_SELF,ATTACK_SELF
29614,ATTACK_SELF,ATTACK_SELF
29615,ATTACK_SELF,ATTACK_SELF
29616,WITHDRAWAL,ATTACK_SELF
29617,ATTACK_SELF,ATTACK_SELF
29618,ATTACK_SELF,ATTACK_SELF
29619,WITHDRAWAL,ATTACK_SELF
29620,ATTACK_SELF,ATTACK_SELF
29621,ATTACK_OTHER,ATTACK_SELF
29622,ATTACK_SELF,ATTACK_SELF
29623,ATTACK_SELF,ATTACK_SELF
29624,WITHDRAWAL,ATTACK_SELF
29625,ATTACK_SELF,ATTACK_SELF
29626,ATTACK_SELF,ATTACK_SELF
29627,WITHDRAWAL,ATTACK_SELF
29628,DEPRECIATION,ATTACK_SELF
29629,ATTACK_SELF,ATTACK_SELF
29630,ATTACK_SELF,ATTACK_SELF
29631,ATTACK_SELF,ATTACK_SELF
29632,ATTACK_SELF,ATTACK_SELF
29633,REST,ATTACK_SELF
29634,ATTACK_SELF,ATTACK_SELF
29635,ATTACK_SELF,ATTACK_SELF
29636,ATTACK_SELF,ATTACK_SELF
29637,DEPRECIATION,ATTACK_SELF
29638,ATTACK_SELF,ATTACK_SELF
29639,DEPRECIATION,ATTACK_SELF
29640,ATTACK_SELF,ATTACK_SELF
29641,ATTACK_SELF,ATTACK_SELF
29642,ATTACK_SELF,ATTACK_SELF
29643,ATTACK_SELF,ATTACK_SELF
29644,ATTACK_SELF,ATTACK_SELF
29645,ATTACK_SELF,ATTACK_SELF
29646,ATTACK_SELF,ATTACK_SELF
29647,ATTACK_SELF,ATTACK_SELF
29648,ATTACK_SELF,ATTACK_SELF
29649,REST,ATTACK_SELF
29650,ATTACK_SELF,ATTACK_SELF
29651,ATTACK_SELF,ATTACK_SELF
29652,ATTACK_SELF,ATTACK_SELF
29653,ATTACK_SELF,ATTACK_SELF
29654,ATTACK_SELF,ATTACK_SELF
29655,ATTACK_SELF,ATTACK_SELF
29656,ATTACK_SELF,ATTACK_SELF
29657,ATTACK_SELF,ATTACK_SELF
29658,DEPRECIATION,ATTACK_SELF
29659,ATTACK_SELF,ATTACK_SELF
29660,ATTACK_SELF,ATTACK_SELF
29661,AVOIDANCE,ATTACK_SELF
29662,ATTACK_SELF,ATTACK_SELF
29663,ATTACK_SELF,ATTACK_SELF
29664,ATTACK_SELF,ATTACK_SELF
29665,ATTACK_SELF,ATTACK_SELF
29666,ATTACK_SELF,ATTACK_SELF
29667,ATTACK_SELF,ATTACK_SELF
29668,ATTACK_SELF,ATTACK_SELF
29669,ATTACK_SELF,ATTACK_SELF
29670,ATTACK_SELF,ATTACK_SELF
29671,ATTACK_SELF,ATTACK_SELF
29672,ATTACK_SELF,ATTACK_SELF
29673,ATTACK_SELF,ATTACK_SELF
29674,ATTACK_SELF,ATTACK_SELF
29675,ATTACK_SELF,ATTACK_SELF
29676,ATTACK_SELF,ATTACK_SELF
29677,ATTACK_SELF,ATTACK_SELF
29678,ATTACK_SELF,ATTACK_SELF
29679,ATTACK_SELF,ATTACK_SELF
29680,ATTACK_SELF,ATTACK_SELF
29681,ATTACK_SELF,ATTACK_SELF
29682,ATTACK_SELF,ATTACK_SELF
29683,ATTACK_SELF,ATTACK_SELF
29684,ATTACK_SELF,ATTACK_SELF
29685,ATTACK_SELF,ATTACK_SELF
29686,ATTACK_SELF,ATTACK_SELF
29687,ATTACK_SELF,ATTACK_SELF
29688,ATTACK_SELF,ATTACK_SELF
29689,ATTACK_SELF,ATTACK_SELF
29690,ATTACK_SELF,ATTACK_SELF
29691,ATTACK_SELF,ATTACK_SELF
29692,ATTACK_SELF,ATTACK_SELF
29693,AVOIDANCE,ATTACK_SELF
29694,ATTACK_SELF,ATTACK_SELF
29695,ATTACK_SELF,ATTACK_SELF
29696,ATTACK_SELF,ATTACK_SELF
29697,ATTACK_SELF,ATTACK_SELF
29698,ATTACK_SELF,ATTACK_SELF
29699,ATTACK_SELF,ATTACK_SELF
29700,ATTACK_SELF,ATTACK_SELF
29701,ATTACK_SELF,ATTACK_SELF
29702,WITHDRAWAL,ATTACK_SELF
29703,ATTACK_SELF,ATTACK_SELF
29704,AVOIDANCE,ATTACK_SELF
29705,ATTACK_SELF,ATTACK_SELF
29706,ATTACK_SELF,ATTACK_SELF
29707,ATTACK_SELF,ATTACK_SELF
29708,ATTACK_SELF,ATTACK_SELF
29709,ATTACK_SELF,ATTACK_SELF
29710,AVOIDANCE,ATTACK_SELF
29711,REST,ATTACK_SELF
29712,ATTACK_SELF,ATTACK_SELF
29713,ATTACK_SELF,ATTACK_SELF
29714,DEPRECIATION,ATTACK_SELF
29715,ATTACK_SELF,ATTACK_SELF
29716,DEPRECIATION,ATTACK_SELF
29717,ATTACK_SELF,ATTACK_SELF
29718,ATTACK_SELF,ATTACK_SELF
29719,ATTACK_SELF,ATTACK_SELF
29720,ATTACK_SELF,ATTACK_SELF
29721,ATTACK_SELF,ATTACK_SELF
29722,ATTACK_SELF,ATTACK_SELF
29723,ATTACK_SELF,ATTACK_SELF
29724,AVOIDANCE,ATTACK_SELF
29725,ATTACK_OTHER,ATTACK_SELF
29726,AVOIDANCE,ATTACK_SELF
29727,ATTACK_SELF,ATTACK_SELF
29728,ATTACK_SELF,ATTACK_SELF
29729,ATTACK_OTHER,ATTACK_SELF
29730,ATTACK_SELF,ATTACK_SELF
29731,DEPRECIATION,ATTACK_SELF
29732,ATTACK_SELF,ATTACK_SELF
29733,ATTACK_SELF,ATTACK_SELF
29734,ATTACK_OTHER,ATTACK_SELF
29735,ATTACK_SELF,ATTACK_SELF
29736,ATTACK_SELF,ATTACK_SELF
29737,ATTACK_SELF,ATTACK_SELF
29738,ATTACK_SELF,ATTACK_SELF
29739,ATTACK_SELF,ATTACK_SELF
29740,ATTACK_SELF,ATTACK_SELF
29741,AVOIDANCE,ATTACK_SELF
29742,ATTACK_OTHER,ATTACK_SELF
29743,ATTACK_SELF,ATTACK_SELF
29744,ATTACK_SELF,ATTACK_SELF
29745,ATTACK_SELF,ATTACK_SELF
29746,ATTACK_SELF,ATTACK_SELF
29747,ATTACK_SELF,ATTACK_SELF
29748,ATTACK_SELF,ATTACK_SELF
29749,ATTACK_SELF,ATTACK_SELF
29750,ATTACK_SELF,ATTACK_SELF
29751,ATTACK_SELF,ATTACK_SELF
29752,ATTACK_SELF,ATTACK_SELF
29753,WITHDRAWAL,ATTACK_SELF
29754,ATTACK_SELF,ATTACK_SELF
29755,ATTACK_SELF,ATTACK_SELF
29756,ATTACK_SELF,ATTACK_SELF
29757,ATTACK_SELF,ATTACK_SELF
29758,ATTACK_SELF,ATTACK_SELF
29759,ATTACK_SELF,ATTACK_SELF
29760,ATTACK_SELF,ATTACK_SELF
29761,ATTACK_SELF,ATTACK_SELF
29762,ATTACK_SELF,ATTACK_SELF
29763,ATTACK_SELF,ATTACK_SELF
29764,ATTACK_SELF,ATTACK_SELF
29765,ATTACK_SELF,ATTACK_SELF
29766,ATTACK_SELF,ATTACK_SELF
29767,ATTACK_SELF,ATTACK_SELF
29768,ATTACK_SELF,ATTACK_SELF
29769,ATTACK_SELF,ATTACK_SELF
29770,ATTACK_SELF,ATTACK_SELF
29771,ATTACK_SELF,ATTACK_SELF
29772,ATTACK_SELF,ATTACK_SELF
29773,ATTACK_SELF,ATTACK_SELF
29774,ATTACK_SELF,ATTACK_SELF
29775,ATTACK_SELF,ATTACK_SELF
29776,STABILIZE_SELF,ATTACK_SELF
29777,ATTACK_SELF,ATTACK_SELF
29778,ATTACK_SELF,ATTACK_SELF
29779,ATTACK_SELF,ATTACK_SELF
29780,ATTACK_SELF,ATTACK_SELF
29781,ATTACK_SELF,ATTACK_SELF
29782,ATTACK_SELF,ATTACK_SELF
29783,ATTACK_SELF,ATTACK_SELF
29784,ATTACK_SELF,ATTACK_SELF
29785,ATTACK_SELF,ATTACK_SELF
29786,ATTACK_SELF,ATTACK_SELF
29787,ATTACK_SELF,ATTACK_SELF
29788,ATTACK_OTHER,ATTACK_SELF
29789,ATTACK_OTHER,ATTACK_SELF
29790,REST,REST
29791,REST,REST
29792,REST,REST
29793,REST,REST
29794,REST,REST
29795,REST,REST
29796,ATTACK_SELF,REST
29797,REST,REST
29798,REST,REST
29799,REST,REST
29800,REST,REST
29801,REST,REST
29802,ATTACK_OTHER,REST
29803,ATTACK_SELF,REST
29804,REST,REST
29805,REST,REST
29806,REST,REST
29807,REST,REST
29808,REST,REST
29809,REST,REST
29810,REST,REST
29811,REST,REST
29812,REST,REST
29813,REST,REST
29814,REST,REST
29815,ATTACK_SELF,REST
29816,REST,REST
29817,WITHDRAWAL,REST
29818,REST,REST
29819,REST,REST
29820,REST,REST
29821,REST,REST
29822,REST,REST
29823,REST,REST
29824,REST,REST
29825,REST,REST
29826,REST,REST
29827,REST,REST
29828,REST,REST
29829,REST,REST
30758,REST,REST
30759,REST,REST
30760,REST,REST
30761,REST,REST
30762,REST,REST
30763,REST,REST
30764,REST,REST
30765,REST,REST
30766,REST,REST
30767,REST,REST
30768,REST,REST
30769,ATTACK_SELF,REST
30770,REST,REST
30771,REST,REST
30772,REST,REST
30773,REST,REST
30774,REST,REST
30775,REST,REST
30776,REST,REST
30777,REST,REST
30778,REST,REST
30779,REST,REST
30780,REST,REST
30781,REST,REST
30782,REST,REST
30783,REST,REST
30784,REST,REST
30785,REST,REST
30786,REST,REST
30787,REST,REST
30788,REST,REST
30789,REST,REST
30790,REST,REST
30791,REST,REST
30792,REST,REST
30793,REST,REST
30794,REST,REST
30795,REST,REST
30796,REST,REST
30797,REST,REST
30798,REST,REST
30799,REST,REST
30800,REST,REST
30801,REST,REST
30802,REST,REST
30803,REST,REST
30804,REST,REST
30805,REST,REST
30806,REST,REST
30807,DEPRECIATION,REST
30808,REST,REST
30809,REST,REST
30810,REST,REST
30811,REST,REST
30812,ATTACK_SELF,REST
30813,REST,REST
30814,REST,REST
30815,REST,REST
30816,REST,REST
30817,REST,REST
30818,REST,REST
30819,REST,REST
30820,AVOIDANCE,REST
30821,REST,REST
30822,REST,REST
30823,AVOIDANCE,REST
30824,REST,REST
30825,STABILIZE_SELF,REST
30826,REST,REST
30827,REST,REST
30828,REST,REST
30829,REST,REST
30830,REST,REST
30831,STABILIZE_SELF,REST
30832,REST,REST
30833,REST,REST
30834,REST,REST
30835,REST,REST
30836,REST,REST
30837,REST,REST
30838,REST,REST
30839,REST,REST
30840,REST,REST
30841,REST,REST
30842,REST,REST
30843,DEPRECIATION,DEPRECIATION
30844,DEPRECIATION,DEPRECIATION
30845,DEPRECIATION,DEPRECIATION
30846,DEPRECIATION,DEPRECIATION
30847,DEPRECIATION,DEPRECIATION
30848,DEPRECIATION,DEPRECIATION
30849,DEPRECIATION,DEPRECIATION
30850,DEPRECIATION,DEPRECIATION
30851,DEPRECIATION,DEPRECIATION
30852,DEPRECIATION,DEPRECIATION
30853,DEPRECIATION,DEPRECIATION
30854,DEPRECIATION,DEPRECIATION
30855,DEPRECIATION,DEPRECIATION
30856,DEPRECIATION,DEPRECIATION
30857,DEPRECIATION,DEPRECIATION
30858,DEPRECIATION,DEPRECIATION
30859,DEPRECIATION,DEPRECIATION
30860,DEPRECIATION,DEPRECIATION
30861,DEPRECIATION,DEPRECIATION
30862,DEPRECIATION,DEPRECIATION
30863,ATTACK_SELF,DEPRECIATION
30864,DEPRECIATION,DEPRECIATION
30865,DEPRECIATION,DEPRECIATION
30866,DEPRECIATION,DEPRECIATION
30867,ATTACK_OTHER,DEPRECIATION
30868,DEPRECIATION,DEPRECIATION
30869,DEPRECIATION,DEPRECIATION
30870,DEPRECIATION,DEPRECIATION
30871,DEPRECIATION,DEPRECIATION
30872,DEPRECIATION,DEPRECIATION
30873,DEPRECIATION,DEPRECIATION
30874,REST,DEPRECIATION
30875,DEPRECIATION,DEPRECIATION
30876,DEPRECIATION,DEPRECIATION
30877,DEPRECIATION,DEPRECIATION
30878,AVOIDANCE,DEPRECIATION
30879,DEPRECIATION,DEPRECIATION
30880,DEPRECIATION,DEPRECIATION
30881,DEPRECIATION,DEPRECIATION
30882,REST,DEPRECIATION
30883,ATTACK_OTHER,DEPRECIATION
30884,DEPRECIATION,DEPRECIATION
30885,DEPRECIATION,DEPRECIATION
30886,DEPRECIATION,DEPRECIATION
30887,STABILIZE_SELF,DEPRECIATION
30888,DEPRECIATION,DEPRECIATION
30889,DEPRECIATION,DEPRECIATION
30890,DEPRECIATION,DEPRECIATION
30891,STABILIZE_SELF,DEPRECIATION
30892,DEPRECIATION,DEPRECIATION
30893,ATTACK_SELF,DEPRECIATION
30894,DEPRECIATION,DEPRECIATION
30895,DEPRECIATION,DEPRECIATION
30896,DEPRECIATION,DEPRECIATION
30897,AVOIDANCE,DEPRECIATION
30898,DEPRECIATION,DEPRECIATION
30899,DEPRECIATION,DEPRECIATION
30900,DEPRECIATION,DEPRECIATION
30901,DEPRECIATION,DEPRECIATION
30902,DEPRECIATION,DEPRECIATION
30903,DEPRECIATION,DEPRECIATION
30904,ATTACK_OTHER,DEPRECIATION
30905,DEPRECIATION,DEPRECIATION
30906,DEPRECIATION,DEPRECIATION
30907,AVOIDANCE,DEPRECIATION
30908,DEPRECIATION,DEPRECIATION
30909,DEPRECIATION,DEPRECIATION
30910,DEPRECIATION,DEPRECIATION
30911,ATTACK_SELF,DEPRECIATION
30912,DEPRECIATION,DEPRECIATION
30913,DEPRECIATION,DEPRECIATION
30914,DEPRECIATION,DEPRECIATION
30915,DEPRECIATION,DEPRECIATION
30916,DEPRECIATION,DEPRECIATION
30917,DEPRECIATION,DEPRECIATION
30918,DEPRECIATION,DEPRECIATION
30919,DEPRECIATION,DEPRECIATION
30920,DEPRECIATION,DEPRECIATION
30921,DEPRECIATION,DEPRECIATION
30922,DEPRECIATION,DEPRECIATION
30923,DEPRECIATION,DEPRECIATION
30924,ATTACK_SELF,DEPRECIATION
30925,DEPRECIATION,DEPRECIATION
30926,DEPRECIATION,DEPRECIATION
30927,DEPRECIATION,DEPRECIATION
30928,AVOIDANCE,DEPRECIATION
30929,DEPRECIATION,DEPRECIATION
30930,DEPRECIATION,DEPRECIATION
30931,DEPRECIATION,DEPRECIATION
30932,DEPRECIATION,DEPRECIATION
30933,DEPRECIATION,DEPRECIATION
30934,DEPRECIATION,DEPRECIATION
30935,DEPRECIATION,DEPRECIATION
30936,DEPRECIATION,DEPRECIATION
30937,DEPRECIATION,DEPRECIATION
30938,DEPRECIATION,DEPRECIATION
30939,DEPRECIATION,DEPRECIATION
30940,DEPRECIATION,DEPRECIATION
30941,DEPRECIATION,DEPRECIATION
30942,DEPRECIATION,DEPRECIATION
30943,DEPRECIATION,DEPRECIATION
30944,DEPRECIATION,DEPRECIATION
30945,DEPRECIATION,DEPRECIATION
30946,DEPRECIATION,DEPRECIATION
30947,WITHDRAWAL,DEPRECIATION
30948,DEPRECIATION,DEPRECIATION
30949,DEPRECIATION,DEPRECIATION
30950,STABILIZE_SELF,DEPRECIATION
30951,DEPRECIATION,DEPRECIATION
30952,ATTACK_SELF,DEPRECIATION
30953,DEPRECIATION,DEPRECIATION
30954,DEPRECIATION,DEPRECIATION
30955,DEPRECIATION,DEPRECIATION
30956,DEPRECIATION,DEPRECIATION
30957,DEPRECIATION,DEPRECIATION
30958,DEPRECIATION,DEPRECIATION
30959,STABILIZE_SELF,DEPRECIATION
30960,DEPRECIATION,DEPRECIATION
30961,DEPRECIATION,DEPRECIATION
30962,DEPRECIATION,DEPRECIATION
30963,STABILIZE_SELF,DEPRECIATION
30964,REST,DEPRECIATION
30965,DEPRECIATION,DEPRECIATION
30966,DEPRECIATION,DEPRECIATION
30967,DEPRECIATION,DEPRECIATION
30968,DEPRECIATION,DEPRECIATION
30969,DEPRECIATION,DEPRECIATION
30970,DEPRECIATION,DEPRECIATION
30971,DEPRECIATION,DEPRECIATION
30972,DEPRECIATION,DEPRECIATION
30973,AVOIDANCE,DEPRECIATION
30974,DEPRECIATION,DEPRECIATION
30975,DEPRECIATION,DEPRECIATION
30976,DEPRECIATION,DEPRECIATION
30977,DEPRECIATION,DEPRECIATION
30978,DEPRECIATION,DEPRECIATION
30979,DEPRECIATION,DEPRECIATION
30980,DEPRECIATION,DEPRECIATION
30981,AVOIDANCE,DEPRECIATION
30982,DEPRECIATION,DEPRECIATION
30983,DEPRECIATION,DEPRECIATION
30984,DEPRECIATION,DEPRECIATION
30985,DEPRECIATION,DEPRECIATION
30986,DEPRECIATION,DEPRECIATION
30987,DEPRECIATION,DEPRECIATION
30988,DEPRECIATION,DEPRECIATION
30989,DEPRECIATION,DEPRECIATION
30990,DEPRECIATION,DEPRECIATION
30991,DEPRECIATION,DEPRECIATION
30992,DEPRECIATION,DEPRECIATION
30993,WITHDRAWAL,DEPRECIATION
30994,DEPRECIATION,DEPRECIATION
30995,DEPRECIATION,DEPRECIATION
30996,DEPRECIATION,DEPRECIATION
30997,DEPRECIATION,DEPRECIATION
30998,DEPRECIATION,DEPRECIATION
30999,DEPRECIATION,DEPRECIATION
31000,DEPRECIATION,DEPRECIATION
31001,DEPRECIATION,DEPRECIATION
31002,DEPRECIATION,DEPRECIATION
31003,DEPRECIATION,DEPRECIATION
31004,DEPRECIATION,DEPRECIATION
31005,DEPRECIATION,DEPRECIATION
31006,DEPRECIATION,DEPRECIATION
31007,DEPRECIATION,DEPRECIATION
31008,DEPRECIATION,DEPRECIATION
31009,DEPRECIATION,DEPRECIATION
31010,DEPRECIATION,DEPRECIATION
31011,DEPRECIATION,DEPRECIATION
31012,DEPRECIATION,DEPRECIATION
31013,ATTACK_OTHER,ATTACK_OTHER
31014,ATTACK_OTHER,ATTACK_OTHER
31015,ATTACK_OTHER,ATTACK_OTHER
31016,ATTACK_OTHER,ATTACK_OTHER
31017,ATTACK_OTHER,ATTACK_OTHER
31018,ATTACK_SELF,ATTACK_OTHER
31019,ATTACK_OTHER,ATTACK_OTHER
31020,ATTACK_OTHER,ATTACK_OTHER
31021,DEPRECIATION,ATTACK_OTHER
31022,ATTACK_OTHER,ATTACK_OTHER
31023,WITHDRAWAL,ATTACK_OTHER
31024,ATTACK_OTHER,ATTACK_OTHER
31025,ATTACK_OTHER,ATTACK_OTHER
31026,ATTACK_OTHER,ATTACK_OTHER
31027,ATTACK_OTHER,ATTACK_OTHER
31028,REST,ATTACK_OTHER
31029,ATTACK_OTHER,ATTACK_OTHER
31030,ATTACK_OTHER,ATTACK_OTHER
31031,STABILIZE_SELF,ATTACK_OTHER
31032,ATTACK_OTHER,ATTACK_OTHER
31033,DEPRECIATION,ATTACK_OTHER
31034,ATTACK_OTHER,ATTACK_OTHER
31035,AVOIDANCE,ATTACK_OTHER
31036,ATTACK_OTHER,ATTACK_OTHER
31037,ATTACK_OTHER,ATTACK_OTHER
31038,ATTACK_OTHER,ATTACK_OTHER
31039,ATTACK_OTHER,ATTACK_OTHER
31040,ATTACK_OTHER,ATTACK_OTHER
31041,ATTACK_OTHER,ATTACK_OTHER
31042,ATTACK_OTHER,ATTACK_OTHER
31043,ATTACK_OTHER,ATTACK_OTHER
31044,ATTACK_OTHER,ATTACK_OTHER
31045,ATTACK_OTHER,ATTACK_OTHER
31046,ATTACK_OTHER,ATTACK_OTHER
31047,ATTACK_OTHER,ATTACK_OTHER
31048,ATTACK_SELF,ATTACK_OTHER
31049,ATTACK_OTHER,ATTACK_OTHER
31050,DEPRECIATION,ATTACK_OTHER
31051,ATTACK_OTHER,ATTACK_OTHER
31052,ATTACK_OTHER,ATTACK_OTHER
31053,ATTACK_OTHER,ATTACK_OTHER
31054,ATTACK_OTHER,ATTACK_OTHER
31055,ATTACK_OTHER,ATTACK_OTHER
31056,ATTACK_OTHER,ATTACK_OTHER
31057,ATTACK_OTHER,ATTACK_OTHER
31058,ATTACK_OTHER,ATTACK_OTHER
31059,STABILIZE_SELF,ATTACK_OTHER
31060,ATTACK_SELF,ATTACK_OTHER
31061,ATTACK_OTHER,ATTACK_OTHER
31062,ATTACK_OTHER,ATTACK_OTHER
31063,STABILIZE_SELF,STABILIZE_SELF
31064,STABILIZE_SELF,STABILIZE_SELF
31065,STABILIZE_SELF,STABILIZE_SELF
31066,STABILIZE_SELF,STABILIZE_SELF
31067,STABILIZE_SELF,STABILIZE_SELF
31068,STABILIZE_SELF,STABILIZE_SELF
31069,WITHDRAWAL,STABILIZE_SELF
31070,REST,STABILIZE_SELF
31071,STABILIZE_SELF,STABILIZE_SELF
31072,STABILIZE_SELF,STABILIZE_SELF
31073,STABILIZE_SELF,STABILIZE_SELF
31074,STABILIZE_SELF,STABILIZE_SELF
31075,STABILIZE_SELF,STABILIZE_SELF
31076,STABILIZE_SELF,STABILIZE_SELF
31077,STABILIZE_SELF,STABILIZE_SELF
31078,STABILIZE_SELF,STABILIZE_SELF
31079,STABILIZE_SELF,STABILIZE_SELF
31080,STABILIZE_SELF,STABILIZE_SELF
31081,STABILIZE_SELF,STABILIZE_SELF
31082,STABILIZE_SELF,STABILIZE_SELF
31083,STABILIZE_SELF,STABILIZE_SELF
31084,STABILIZE_SELF,STABILIZE_SELF
31085,STABILIZE_SELF,STABILIZE_SELF
31086,STABILIZE_SELF,STABILIZE_SELF
31087,DEPRECIATION,STABILIZE_SELF
31088,STABILIZE_SELF,STABILIZE_SELF
31089,STABILIZE_SELF,STABILIZE_SELF
31090,STABILIZE_SELF,STABILIZE_SELF
31091,REST,STABILIZE_SELF
31092,REST,STABILIZE_SELF
31093,STABILIZE_SELF,STABILIZE_SELF
31094,STABILIZE_SELF,STABILIZE_SELF
31095,STABILIZE_SELF,STABILIZE_SELF
31096,ATTACK_OTHER,STABILIZE_SELF
31097,DEPRECIATION,STABILIZE_SELF
31098,STABILIZE_SELF,STABILIZE_SELF
